codigo_ocorrencia;uf;codigo_aeronave;equipamento;tipo_motor;ano_fabricacao;categoria_aviacao;tipo_operacao;quantidade_fatalidades;codigo_fator;aspecto;mes;ano;dia_semana;hora
30417;TO;9333;AVI«O      ;PIST«O    ;0;PARTICULAR          ;PRIVADA   ;1;11640                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 9; 2007; 1; 17
30475;PA;9335;AVI«O      ;PIST«O    ;1976;TµXI A?REO          ;TµXI A?REO;0;11644                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 9; 2007; 2; 17
30535;BA;1182;AVI«O      ;PIST«O    ;1973;TµXI A?REO          ;TµXI A?REO;0;11647                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 9; 2007; 3; 19
30555;GO;9338;AVI«O      ;PIST«O    ;1969;PARTICULAR          ;PRIVADA   ;2;11658                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 9; 2007; 2; 16
30556;MG;9339;HELIC‡PTERO;TURBOEIXO ;1983;TµXI A?REO          ;TµXI A?REO;0;11661                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 9; 2007; 5; 10
30595;MG;9342;HELIC‡PTERO;TURBOEIXO ;2007;PARTICULAR          ;PRIVADA   ;0;11664                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 9; 2007; 4; 13
30636;SP;9343;HELIC‡PTERO;PIST«O    ;1992;ESPECIALIZADA       ;ESPECIALIZ;0;11670                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 9; 2007; 6; 14
30640;SP;9344;AVI«O      ;PIST«O    ;1993;INSTRUÄ«O           ;INSTRUÄ«O ;0;11675                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 9; 2007; 7; 14
30655;SC;9345;AVI«O      ;PIST«O    ;1987;PARTICULAR          ;PRIVADA   ;0;11680                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 10; 2007; 6; 19
30656;RJ;6302;HELIC‡PTERO;TURBOEIXO ;1973;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 9; 2007; 1; 19
30658;SP;350;AVI«O      ;TURBO?LICE;1981;TµXI A?REO          ;TµXI A?REO;0;11682                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 9; 2007; 2; 14
30677;PA;9349;AVI«O      ;TURBO?LICE;1972;TµXI A?REO          ;TµXI A?REO;0;11686                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 9; 2007; 4; 18
30680;SP;9352;AVI«O      ;JATO      ;1992;REGULAR             ;REGULAR   ;0;                                                                                                                                ;                             ; 9; 2007; 3; 16
30681;PA;9353;AVI«O      ;PIST«O    ;1972;PARTICULAR          ;PRIVADA   ;0;11689                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 10; 2007; 1; 20
30879;MS;9360;AVI«O      ;PIST«O    ;2003;AGR÷COLA            ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 10; 2007; 4; 20
30895;MT;7228;AVI«O      ;PIST«O    ;1981;AGR÷COLA            ;AGR÷COLA  ;1;                                                                                                                                ;                             ; 10; 2007; 4; 10
30896;AC;9364;AVI«O      ;PIST«O    ;1980;PARTICULAR          ;PRIVADA   ;0;16149                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 10; 2007; 4; 19
30915;EX;2289;AVI«O      ;JATO      ;1987;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 2; 2007; 6; 0
30979;CE;9368;HELIC‡PTERO;TURBOEIXO ;1983;PARTICULAR          ;PRIVADA   ;0;11701                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 9; 2006; 3; 9
31036;RS;8183;AVI«O      ;PIST«O    ;1978;AGR÷COLA            ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 11; 2007; 2; 19
31038;RS;9370;AVI«O      ;PIST«O    ;1976;PARTICULAR          ;PRIVADA   ;0;11708                                                                                                                           ;INFRAESTRUTURA AEROPORTU√?RIA; 11; 2007; 4; 18
31076;TO;9371;AVI«O      ;PIST«O    ;1975;AGR÷COLA            ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 12; 2007; 4; 9
31077;TO;9372;HELIC‡PTERO;PIST«O    ;1997;PARTICULAR          ;PRIVADA   ;0;11711                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 11; 2007; 6; 12
31078;SP;9373;AVI«O      ;JATO      ;1981;TµXI A?REO          ;TµXI A?REO;8;11712                                                                                                                           ;ASPECTO M√âDICO              ; 11; 2007; 1; 16
31079;RS;9374;AVI«O      ;PIST«O    ;1985;AGR÷COLA            ;AGR÷COLA  ;0;11723                                                                                                                           ;ERGONOMIA                    ; 11; 2007; 5; 21
31080;AM;9375;AVI«O      ;PIST«O    ;1980;TµXI A?REO          ;TµXI A?REO;0;11727                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 11; 2007; 6; 12
31081;MS;9376;AVI«O      ;PIST«O    ;2004;PARTICULAR          ;AGR÷COLA  ;0;11733                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 11; 2007; 4; 9
31128;SP;9384;HELIC‡PTERO;PIST«O    ;1997;PARTICULAR          ;PRIVADA   ;3;11736                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 11; 2007; 5; 18
31129;BA;352;AVI«O      ;PIST«O    ;1974;INSTRUÄ«O           ;INSTRUÄ«O ;2;11740                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 11; 2007; 5; 13
31197;SP;9389;HELIC‡PTERO;PIST«O    ;1996;INSTRUÄ«O           ;INSTRUÄ«O ;0;14603                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 11; 2007; 5; 17
31255;PR;9390;AVI«O      ;PIST«O    ;1961;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 10; 2007; 4; 14
31275;SC;9391;AVI«O      ;PIST«O    ;1962;AGR÷COLA            ;AGR÷COLA  ;0;11755                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 12; 2007; 7; 12
31276;MG;1650;AVI«O      ;PIST«O    ;1993;INSTRUÄ«O           ;INSTRUÄ«O ;2;11757                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 12; 2007; 7; 22
31277;MG;9393;HELIC‡PTERO;PIST«O    ;2001;PARTICULAR          ;PRIVADA   ;0;11764                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 12; 2007; 7; 13
31278;RN;9394;AVI«O      ;JATO      ;2006;REGULAR             ;REGULAR   ;0;11769                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 12; 2007; 2; 19
31315;MG;9396;AVI«O      ;PIST«O    ;1973;PARTICULAR          ;PRIVADA   ;3;                                                                                                                                ;                             ; 12; 2007; 1; 19
31316;TO;9397;AVI«O      ;PIST«O    ;2007;PARTICULAR          ;PRIVADA   ;1;                                                                                                                                ;                             ; 12; 2007; 4; 11
31335;SP;9398;AVI«O      ;PIST«O    ;1968;PARTICULAR          ;PRIVADA   ;0;11774                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 11; 2007; 2; 20
31375;EX;9400;HELIC‡PTERO;TURBOEIXO ;1974;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 9; 2007; 6; 0
31377;CE;9401;AVI«O      ;PIST«O    ;2001;TµXI A?REO          ;TµXI A?REO;0;11778                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 12; 2007; 5; 20
31379;MG;9402;AVI«O      ;PIST«O    ;1976;AGR÷COLA            ;AGR÷COLA  ;0;11786                                                                                                                           ;ASPECTO M√âDICO              ; 1; 2008; 6; 11
31395;RJ;9403;HELIC‡PTERO;TURBOEIXO ;1997;PARTICULAR          ;PRIVADA   ;0;11794                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 1; 2008; 3; 11
31396;MT;8815;AVI«O      ;PIST«O    ;2004;PARTICULAR          ;AGR÷COLA  ;0;11807                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 1; 2008; 7; 9
31415;SP;9405;HELIC‡PTERO;TURBOEIXO ;1992;PARTICULAR          ;PRIVADA   ;0;11809                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 11; 2007; 5; 13
31416;MT;9406;AVI«O      ;PIST«O    ;1989;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 11; 2007; 2; 11
31435;GO;9407;AVI«O      ;PIST«O    ;1954;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 12; 2007; 7; 20
31455;RS;3277;AVI«O      ;PIST«O    ;1953;ESPECIALIZADA       ;ESPECIALIZ;1;11816                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 1; 2008; 2; 13
31456;MS;8846;AVI«O      ;PIST«O    ;1988;TµXI A?REO          ;TµXI A?REO;0;11817                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 1; 2008; 5; 22
31475;PA;7787;AVI«O      ;PIST«O    ;1974;PARTICULAR          ;PRIVADA   ;0;11820                                                                                                                           ;INFRAESTRUTURA AEROPORTU√?RIA; 1; 2008; 1; 19
31595;BA;9414;HELIC‡PTERO;PIST«O    ;1998;TµXI A?REO          ;TµXI A?REO;0;11846                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 1; 2008; 3; 13
31635;SP;9416;AVI«O      ;JATO      ;2005;REGULAR             ;REGULAR   ;0;11855                                                                                                                           ;***                          ; 1; 2006; 1; 23
31675;BA;9418;AVI«O      ;PIST«O    ;1979;AGR÷COLA            ;AGR÷COLA  ;1;11858                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 2; 2008; 3; 20
31676;PA;9419;AVI«O      ;PIST«O    ;1979;AGR÷COLA            ;AGR÷COLA  ;1;11861                                                                                                                           ;***                          ; 2; 2008; 1; 12
31695;DF;8969;AVI«O      ;JATO      ;1966;N«O REGULAR         ;REGULAR   ;0;                                                                                                                                ;                             ; 2; 2008; 7; 9
31715;RS;9421;AVI«O      ;TURBO?LICE;2007;REGULAR             ;REGULAR   ;0;11862                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 2; 2008; 2; 15
31855;RJ;9449;HELIC‡PTERO;TURBOEIXO ;2002;TµXI A?REO          ;TµXI A?REO;5;11867                                                                                                                           ;ASPECTO M√âDICO              ; 2; 2008; 3; 19
31856;SP;9450;HELIC‡PTERO;TURBOEIXO ;2000;PARTICULAR          ;PRIVADA   ;2;14576                                                                                                                           ;***                          ; 1; 2008; 4; 12
31857;SP;9451;AVI«O      ;PIST«O    ;1973;PARTICULAR          ;PRIVADA   ;0;11888                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 1; 2008; 6; 14
31858;RS;839;AVI«O      ;PIST«O    ;1991;INSTRUÄ«O           ;INSTRUÄ«O ;0;11891                                                                                                                           ;ASPECTO DA FABRICA√á√ÉO      ; 2; 2008; 7; 14
31859;AC;5781;AVI«O      ;PIST«O    ;1980;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 3; 2008; 6; 13
31860;MS;9454;AVI«O      ;PIST«O    ;1995;AGR÷COLA            ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 1; 2008; 5; 13
31861;MS;9455;AVI«O      ;PIST«O    ;2004;PARTICULAR          ;PRIVADA   ;1;11897                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 3; 2008; 7; 14
31863;RS;6546;AVI«O      ;PIST«O    ;1978;AGR÷COLA            ;AGR÷COLA  ;1;                                                                                                                                ;                             ; 2; 2008; 4; 20
31864;RJ;9457;AVI«O      ;PIST«O    ;2007;PARTICULAR          ;PRIVADA   ;4;11901                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 3; 2008; 1; 14
31865;RS;9458;AVI«O      ;PIST«O    ;1975;AGR÷COLA            ;AGR÷COLA  ;0;11908                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 2; 2008; 2; 15
31866;SP;5382;AVI«O      ;PIST«O    ;1983;ESPECIALIZADA       ;ESPECIALIZ;0;11911                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 2; 2008; 3; 13
31867;TO;5104;AVI«O      ;PIST«O    ;1974;PARTICULAR          ;PRIVADA   ;2;11913                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 1; 2008; 6; 21
31868;SP;9461;HELIC‡PTERO;PIST«O    ;1997;INSTRUÄ«O           ;INSTRUÄ«O ;0;11916                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 1; 2008; 7; 12
31869;AC;1633;AVI«O      ;JATO      ;1982;TµXI A?REO          ;TµXI A?REO;0;11920                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 1; 2008; 3; 3
31871;MG;9463;AVI«O      ;PIST«O    ;1989;PARTICULAR          ;PRIVADA   ;4;11926                                                                                                                           ;***                          ; 2; 2008; 7; 11
31875;MT;1059;AVI«O      ;PIST«O    ;1992;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 2; 2008; 1; 13
31975;RJ;8855;HELIC‡PTERO;PIST«O    ;1997;INSTRUÄ«O           ;INSTRUÄ«O ;0;11929                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 3; 2008; 2; 14
31979;PA;9336;AVI«O      ;TURBO?LICE;1987;REGULAR             ;REGULAR   ;0;                                                                                                                                ;                             ; 3; 2008; 5; 1
31995;MT;9475;AVI«O      ;PIST«O    ;2003;PARTICULAR          ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 3; 2008; 7; 19
32018;SP;9081;AVI«O      ;JATO      ;1997;REGULAR             ;REGULAR   ;0;                                                                                                                                ;                             ; 3; 2008; 4; 19
32035;MT;9477;AVI«O      ;PIST«O    ;1998;PARTICULAR          ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 3; 2008; 1; 10
32036;MT;9478;AVI«O      ;PIST«O    ;1976;PARTICULAR          ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 4; 2008; 3; 7
32055;RJ;9479;AVI«O      ;PIST«O    ;1962;PARTICULAR          ;PRIVADA   ;0;11930                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 4; 2008; 5; 18
32076;RS;6072;AVI«O      ;PIST«O    ;1976;AGR÷COLA            ;AGR÷COLA  ;1;11932                                                                                                                           ;ASPECTO M√âDICO              ; 4; 2008; 4; 18
32137;PA;9482;AVI«O      ;PIST«O    ;1974;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 4; 2008; 5; 16
32155;AM;9484;HELIC‡PTERO;TURBOEIXO ;1989;TµXI A?REO          ;TµXI A?REO;0;11939                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 2; 2008; 7; 13
32156;PR;9485;HELIC‡PTERO;TURBOEIXO ;1973;TµXI A?REO          ;TµXI A?REO;0;11941                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 1; 2008; 4; 18
32195;PI;9012;AVI«O      ;PIST«O    ;1980;TµXI A?REO          ;TµXI A?REO;2;11945                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 4; 2008; 4; 21
32196;MT;9489;AVI«O      ;PIST«O    ;2004;PARTICULAR          ;PRIVADA   ;0;15568                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 4; 2008; 4; 20
32284;PR;9502;AVI«O      ;PIST«O    ;1975;AGR÷COLA            ;AGR÷COLA  ;0;11950                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 4; 2008; 5; 11
32355;BA;4486;AVI«O      ;TURBO?LICE;1986;TµXI A?REO          ;TµXI A?REO;2;11954                                                                                                                           ;ASPECTO M√âDICO              ; 3; 2008; 2; 9
32375;MT;9507;AVI«O      ;PIST«O    ;2007;PARTICULAR          ;AGR÷COLA  ;0;11963                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 3; 2008; 1; 20
32376;SP;2768;AVI«O      ;PIST«O    ;1981;PARTICULAR          ;PRIVADA   ;0;11967                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 4; 2008; 7; 21
32377;AM;540;AVI«O      ;TURBO?LICE;1981;REGULAR             ;REGULAR   ;0;11971                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 4; 2008; 2; 19
32378;MT;2398;AVI«O      ;PIST«O    ;0;AGR÷COLA            ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 4; 2008; 2; 19
32379;RJ;9511;HELIC‡PTERO;TURBOEIXO ;0;PARTICULAR          ;PRIVADA   ;2;11986                                                                                                                           ;INFRAESTRUTURA AEROPORTU√?RIA; 4; 2008; 4; 22
32380;MS;9512;AVI«O      ;PIST«O    ;1990;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 5; 2008; 1; 20
32478;MA;9513;AVI«O      ;JATO      ;2007;REGULAR             ;REGULAR   ;0;11994                                                                                                                           ;INFRAESTRUTURA AEROPORTU√?RIA; 5; 2008; 2; 1
32579;AM;191;AVI«O      ;JATO      ;1975;REGULAR             ;REGULAR   ;0;                                                                                                                                ;                             ; 6; 2008; 7; 14
32615;MS;9522;AVI«O      ;PIST«O    ;1949;PARTICULAR          ;PRIVADA   ;0;11996                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 6; 2008; 3; 20
32635;AM;7635;AVI«O      ;PIST«O    ;1984;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 3; 2007; 4; 20
32638;PA;9525;AVI«O      ;PIST«O    ;0;PARTICULAR          ;PRIVADA   ;3;                                                                                                                                ;                             ; 4; 2008; 7; 0
32641;MT;3076;AVI«O      ;PIST«O    ;1979;TµXI A?REO          ;TµXI A?REO;0;12000                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 6; 2008; 4; 11
32642;PE;1325;AVI«O      ;PIST«O    ;1971;PARTICULAR          ;PRIVADA   ;0;12003                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 5; 2008; 4; 10
32655;RS;9529;PLANADOR   ;SEM TRAÄ«O;1989;INSTRUÄ«O           ;INSTRUÄ«O ;0;12006                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 5; 2008; 5; 20
32675;SP;9530;HELIC‡PTERO;PIST«O    ;1999;PARTICULAR          ;PRIVADA   ;0;12010                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 5; 2008; 4; 19
32676;BA;9531;AVI«O      ;PIST«O    ;1974;TµXI A?REO          ;TµXI A?REO;6;12013                                                                                                                           ;ASPECTO M√âDICO              ; 5; 2008; 6; 20
32916;MA;9537;AVI«O      ;PIST«O    ;1976;TµXI A?REO          ;TµXI A?REO;0;12023                                                                                                                           ;INFRAESTRUTURA AEROPORTU√?RIA; 6; 2008; 2; 20
33024;CE;8584;AVI«O      ;PIST«O    ;1973;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 6; 2008; 6; 23
33035;PA;9546;AVI«O      ;TURBO?LICE;1993;TµXI A?REO          ;TµXI A?REO;0;12027                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 7; 2008; 3; 10
33077;SP;7499;HELIC‡PTERO;TURBOEIXO ;1990;PARTICULAR          ;PRIVADA   ;0;12032                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 7; 2008; 3; 0
33218;PR;9551;AVI«O      ;TURBO?LICE;2007;AGR÷COLA            ;AGR÷COLA  ;1;12037                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 7; 2008; 4; 14
33219;SP;9552;HELIC‡PTERO;PIST«O    ;1991;ESPECIALIZADA       ;ESPECIALIZ;0;12040                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 7; 2008; 5; 21
33221;SP;3424;AVI«O      ;PIST«O    ;1947;INSTRUÄ«O           ;INSTRUÄ«O ;0;12054                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 7; 2008; 4; 13
33223;MT;6881;AVI«O      ;PIST«O    ;1967;PARTICULAR          ;PRIVADA   ;0;12061                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 7; 2008; 5; 20
33275;SP;9352;AVI«O      ;JATO      ;1992;REGULAR             ;REGULAR   ;0;14582                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 7; 2008; 6; 18
33278;RJ;9561;HELIC‡PTERO;TURBOEIXO ;2004;TµXI A?REO          ;TµXI A?REO;0;12064                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 7; 2008; 6; 13
33315;SP;3054;AVI«O      ;JATO      ;1993;TµXI A?REO          ;TµXI A?REO;0;12067                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 7; 2008; 3; 14
33335;MT;3154;AVI«O      ;PIST«O    ;1985;PARTICULAR          ;PRIVADA   ;0;12074                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 7; 2008; 1; 14
33378;MT;9568;AVI«O      ;PIST«O    ;1978;PARTICULAR          ;PRIVADA   ;0;12076                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 12; 2007; 6; 12
33435;SP;9569;AVI«O      ;PIST«O    ;1995;AGR÷COLA            ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 4; 2007; 3; 12
33480;PR;9570;AVI«O      ;PIST«O    ;1979;PARTICULAR          ;PRIVADA   ;0;12080                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 2; 2007; 1; 20
33695;AM;9573;AVI«O      ;PIST«O    ;1974;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 9; 2006; 7; 18
33715;EX;9574;AVI«O      ;JATO      ;1974;REGULAR             ;REGULAR   ;0;                                                                                                                                ;                             ; 10; 2006; 3; 0
33835;PR;9576;AVI«O      ;TURBO?LICE;1980;TµXI A?REO          ;TµXI A?REO;0;12084                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 10; 2008; 6; 21
33836;AM;4874;AVI«O      ;PIST«O    ;1966;PARTICULAR          ;PRIVADA   ;0;12086                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 10; 2008; 6; 14
33855;MS;5489;AVI«O      ;PIST«O    ;1983;AGR÷COLA            ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 10; 2008; 1; 13
33856;DF;3178;HELIC‡PTERO;TURBOEIXO ;1982;TµXI A?REO          ;POLICIAL  ;0;                                                                                                                                ;                             ; 10; 2008; 6; 19
33918;PI;9582;AVI«O      ;PIST«O    ;1977;TµXI A?REO          ;TµXI A?REO;0;12090                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 10; 2008; 1; 18
34016;SP;9605;AVI«O      ;PIST«O    ;1971;PARTICULAR          ;***       ;1;                                                                                                                                ;                             ; 10; 2008; 1; 21
34037;PA;9609;AVI«O      ;PIST«O    ;1973;TµXI A?REO          ;TµXI A?REO;0;12096                                                                                                                           ;INFRAESTRUTURA AEROPORTU√?RIA; 10; 2008; 3; 10
34038;PI;9610;AVI«O      ;PIST«O    ;1980;PARTICULAR          ;PRIVADA   ;0;12099                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 6; 2008; 6; 16
34040;AL;9612;AVI«O      ;PIST«O    ;1981;AGR÷COLA            ;AGR÷COLA  ;0;12102                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 8; 2008; 2; 10
34075;PA;9613;AVI«O      ;PIST«O    ;1977;PARTICULAR          ;PRIVADA   ;0;12104                                                                                                                           ;INFRAESTRUTURA AEROPORTU√?RIA; 3; 2008; 4; 16
34076;SP;9614;AVI«O      ;PIST«O    ;1991;INSTRUÄ«O           ;INSTRUÄ«O ;0;12108                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 7; 2008; 7; 20
34077;RR;4517;AVI«O      ;PIST«O    ;1986;TµXI A?REO          ;TµXI A?REO;0;12114                                                                                                                           ;INFRAESTRUTURA AEROPORTU√?RIA; 8; 2008; 4; 22
34078;RO;3140;AVI«O      ;PIST«O    ;1981;TµXI A?REO          ;TµXI A?REO;0;12117                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 8; 2008; 5; 15
34079;SP;9617;AVI«O      ;TURBO?LICE;1999;PARTICULAR          ;PRIVADA   ;0;12119                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 9; 2008; 4; 12
34080;MS;9618;AVI«O      ;PIST«O    ;1972;PARTICULAR          ;PRIVADA   ;0;12124                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 8; 2008; 3; 19
34081;EX;9619;AVI«O      ;PIST«O    ;1994;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 7; 2008; 4; 0
34082;BA;9620;AVI«O      ;PIST«O    ;1989;PARTICULAR          ;PRIVADA   ;0;12127                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 8; 2008; 3; 16
34083;PA;4219;AVI«O      ;PIST«O    ;1977;TµXI A?REO          ;TµXI A?REO;1;16277                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 9; 2008; 5; 19
34095;SP;5944;AVI«O      ;PIST«O    ;1962;INSTRUÄ«O           ;INSTRUÄ«O ;0;12136                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 9; 2008; 2; 19
34096;MG;9623;AVI«O      ;PIST«O    ;1980;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 9; 2008; 6; 16
34257;SP;2026;AVI«O      ;TURBO?LICE;1990;TµXI A?REO          ;TµXI A?REO;0;14130                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 10; 2008; 4; 14
34296;SP;34555;AVI«O      ;PIST«O    ;1976;***                 ;***       ;0;                                                                                                                                ;                             ; 9; 2008; 6; 14
34339;SP;559;AVI«O      ;PIST«O    ;1969;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 10; 2008; 7; 19
34340;SP;9644;HELIC‡PTERO;PIST«O    ;1995;INSTRUÄ«O           ;INSTRUÄ«O ;0;12139                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 10; 2008; 2; 18
34415;PR;9652;AVI«O      ;PIST«O    ;1970;PARTICULAR          ;PRIVADA   ;2;12144                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 11; 2008; 4; 12
34416;AC;2454;AVI«O      ;PIST«O    ;1977;PARTICULAR          ;PRIVADA   ;0;12152                                                                                                                           ;***                          ; 11; 2008; 7; 19
34435;SP;9654;AVI«O      ;PIST«O    ;1986;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 10; 2008; 4; 20
34495;PR;807;AVI«O      ;PIST«O    ;1976;PARTICULAR          ;PRIVADA   ;0;12155                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 11; 2008; 1; 13
34496;SC;9657;HELIC‡PTERO;TURBOEIXO ;1995;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 10; 2008; 3; 17
34497;PR;5052;AVI«O      ;PIST«O    ;1963;PARTICULAR          ;PRIVADA   ;5;12160                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 11; 2008; 1; 12
34498;RS;3504;AVI«O      ;PIST«O    ;1980;AGR÷COLA            ;AGR÷COLA  ;0;12162                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 11; 2008; 4; 12
34500;BA;9660;AVI«O      ;PIST«O    ;1987;AGR÷COLA            ;AGR÷COLA  ;0;12166                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 11; 2008; 6; 9
34501;PE;3317;AVI«O      ;TURBO?LICE;1981;PARTICULAR          ;PRIVADA   ;2;12171                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 11; 2008; 1; 14
34502;SP;1281;AVI«O      ;PIST«O    ;1992;INSTRUÄ«O           ;INSTRUÄ«O ;0;12180                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 11; 2008; 7; 12
