codigo_ocorrencia;uf;codigo_aeronave;equipamento;tipo_motor;ano_fabricacao;categoria_aviacao;tipo_operacao;quantidade_fatalidades;codigo_fator;aspecto;mes;ano;dia_semana;hora
50998;GO;1184;AVI«O      ;PIST«O    ;1979;TµXI A?REO          ;TµXI A?REO;0;14331                                                                                                                           ;INFRAESTRUTURA AEROPORTU√?RIA; 3; 2014; 6; 19
50999;DF;9352;AVI«O      ;JATO      ;1992;REGULAR             ;REGULAR   ;0;                                                                                                                                ;                             ; 3; 2014; 6; 20
51000;SP;26581;AVI«O      ;PIST«O    ;1980;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 3; 2014; 7; 20
51001;MT;27255;AVI«O      ;PIST«O    ;1982;PARTICULAR          ;PRIVADA   ;4;                                                                                                                                ;                             ; 4; 2014; 1; 11
51002;RS;16183;AVI«O      ;PIST«O    ;1946;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 4; 2014; 3; 18
51003;AM;14666;AVI«O      ;PIST«O    ;1973;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 4; 2014; 4; 20
51004;BA;22119;AVI«O      ;TURBO?LICE;2013;PARTICULAR          ;AGR÷COLA  ;0;14712                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 4; 2014; 3; 19
51005;RS;29266;AVI«O      ;PIST«O    ;1977;AGR÷COLA            ;AGR÷COLA  ;0;14671                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 4; 2014; 3; 13
51006;MS;5136;AVI«O      ;PIST«O    ;1976;AGR÷COLA            ;AGR÷COLA  ;0;14717                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 4; 2014; 4; 12
51007;SP;12700;AVI«O      ;PIST«O    ;1998;PARTICULAR          ;PRIVADA   ;0;14722                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 4; 2014; 5; 18
51008;SP;29364;AVI«O      ;PIST«O    ;2000;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 4; 2014; 5; 17
51009;PA;22297;AVI«O      ;PIST«O    ;1983;PARTICULAR          ;PRIVADA   ;2;                                                                                                                                ;                             ; 4; 2014; 4; 22
51010;GO;19542;HELIC‡PTERO;TURBOEIXO ;2002;ADMINISTRAÄ«O DIRETA;POLICIAL  ;0;                                                                                                                                ;                             ; 5; 2014; 6; 19
51011;CE;4066;HELIC‡PTERO;TURBOEIXO ;1986;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 5; 2014; 7; 15
51012;MT;22704;AVI«O      ;PIST«O    ;2012;EXPERIMENTAL        ;EXPERIMENT;2;                                                                                                                                ;                             ; 2; 2014; 4; 14
51013;GO;33470;ULTRALEVE  ;PIST«O    ;2012;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 4; 2014; 7; 19
51015;SP;10226;AVI«O      ;PIST«O    ;1977;INSTRUÄ«O           ;INSTRUÄ«O ;0;15902                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 1; 2014; 4; 17
51016;SP;34156;ULTRALEVE  ;PIST«O    ;2011;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 2; 2014; 6; 20
51018;RJ;22604;AVI«O      ;PIST«O    ;2012;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 4; 2014; 4; 17
51019;RJ;10925;HELIC‡PTERO;TURBOEIXO ;2007;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 2; 2014; 1; 9
51020;RJ;9129;AVI«O      ;JATO      ;2001;REGULAR             ;REGULAR   ;0;                                                                                                                                ;                             ; 2; 2014; 6; 19
51021;RS;19482;AVI«O      ;PIST«O    ;2010;PARTICULAR          ;PRIVADA   ;0;14696                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 3; 2014; 2; 13
51022;SP;29455;HELIC‡PTERO;PIST«O    ;1995;PARTICULAR          ;PRIVADA   ;0;14435                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 3; 2014; 1; 17
51023;PA;23953;AVI«O      ;PIST«O    ;1978;TµXI A?REO          ;TµXI A?REO;0;14290                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 3; 2014; 2; 17
51024;RJ;26007;AVI«O      ;PIST«O    ;1979;PARTICULAR          ;PRIVADA   ;0;15584                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 3; 2014; 1; 17
51025;PR;1297;AVI«O      ;PIST«O    ;1992;INSTRUÄ«O           ;INSTRUÄ«O ;0;15585                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 3; 2014; 2; 15
51026;PR;4070;AVI«O      ;PIST«O    ;1988;INSTRUÄ«O           ;INSTRUÄ«O ;0;14441                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 3; 2014; 2; 19
51027;SP;9633;AVI«O      ;JATO      ;1993;REGULAR             ;REGULAR   ;0;14760                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 4; 2014; 4; 16
51031;TO;19231;AVI«O      ;TURBO?LICE;1980;PARTICULAR          ;PRIVADA   ;0;14445                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 4; 2014; 4; 17
51032;RN;26641;AVI«O      ;PIST«O    ;1984;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 4; 2014; 1; 13
51033;BA;14399;AVI«O      ;PIST«O    ;1994;PARTICULAR          ;PRIVADA   ;0;14460                                                                                                                           ;INFRAESTRUTURA AEROPORTU√?RIA; 4; 2014; 4; 11
51052;SP;275;AVI«O      ;PIST«O    ;1966;INSTRUÄ«O           ;INSTRUÄ«O ;0;14282                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 2; 2014; 3; 20
51053;RS;5786;AVI«O      ;PIST«O    ;1979;AGR÷COLA            ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 2; 2014; 5; 13
51054;PR;18986;AVI«O      ;PIST«O    ;2007;PARTICULAR          ;PRIVADA   ;0;14199                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 2; 2014; 1; 20
51055;MG;10470;HELIC‡PTERO;PIST«O    ;1998;INSTRUÄ«O           ;INSTRUÄ«O ;0;15904                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 2; 2014; 5; 10
51071;SP;16122;AVI«O      ;PIST«O    ;1992;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 2; 2014; 5; 17
51391;PR;12265;AVI«O      ;PIST«O    ;1971;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 4; 2014; 5; 15
51393;MT;28271;AVI«O      ;PIST«O    ;0;PARTICULAR          ;AGR÷COLA  ;0;15501                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 4; 2014; 1; 20
51394;PR;27619;AVI«O      ;PIST«O    ;1977;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 5; 2014; 7; 20
51412;RS;22851;AVI«O      ;PIST«O    ;1951;INSTRUÄ«O           ;INSTRUÄ«O ;2;                                                                                                                                ;                             ; 5; 2014; 7; 20
51413;BA;9113;HELIC‡PTERO;PIST«O    ;2005;PARTICULAR          ;PRIVADA   ;0;14448                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 5; 2014; 4; 18
51414;AM;12757;AVI«O      ;TURBO?LICE;2001;REGULAR             ;REGULAR   ;0;                                                                                                                                ;                             ; 5; 2014; 6; 2
51416;GO;29537;HELIC‡PTERO;TURBOEIXO ;1998;PARTICULAR          ;PRIVADA   ;5;15611                                                                                                                           ;ASPECTO M√âDICO              ; 6; 2014; 7; 4
51417;SP;27310;AVI«O      ;PIST«O    ;1982;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 5; 2014; 5; 11
51418;SP;19281;AVI«O      ;PIST«O    ;1977;AGR÷COLA            ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 1; 2014; 3; 14
51419;SP;22483;AVI«O      ;PIST«O    ;2013;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 1; 2014; 6; 15
51420;SP;22690;AVI«O      ;PIST«O    ;1988;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 1; 2014; 5; 20
51432;SP;23865;AVI«O      ;PIST«O    ;1976;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 2; 2014; 5; 17
51433;SP;29810;AVI«O      ;***       ;0;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 2; 2014; 4; 15
51433;SP;29980;AVI«O      ;PIST«O    ;1977;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 2; 2014; 4; 15
51434;MG;33833;ULTRALEVE  ;PIST«O    ;2010;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 3; 2014; 3; 19
51435;SE;13497;ULTRALEVE  ;PIST«O    ;0;EXPERIMENTAL        ;EXPERIMENT;1;                                                                                                                                ;                             ; 3; 2014; 1; 19
51436;DF;32945;ULTRALEVE  ;PIST«O    ;1999;EXPERIMENTAL        ;EXPERIMENT;1;                                                                                                                                ;                             ; 5; 2014; 2; 18
51436;DF;33107;ULTRALEVE  ;PIST«O    ;2011;EXPERIMENTAL        ;EXPERIMENT;1;                                                                                                                                ;                             ; 5; 2014; 2; 18
51437;SP;6283;AVI«O      ;PIST«O    ;0;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 5; 2014; 7; 14
51438;SP;11878;AVI«O      ;PIST«O    ;2002;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 5; 2014; 4; 13
51439;PA;2696;AVI«O      ;PIST«O    ;1994;INSTRUÄ«O           ;INSTRUÄ«O ;0;14172                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 1; 2014; 4; 15
51440;PE;21799;AVI«O      ;JATO      ;1980;PARTICULAR          ;PRIVADA   ;0;16215                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 1; 2014; 5; 16
51441;MG;673;AVI«O      ;PIST«O    ;1974;PARTICULAR          ;PRIVADA   ;0;14321                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 4; 2014; 5; 20
51442;PE;10813;HELIC‡PTERO;TURBOEIXO ;2002;ADMINISTRAÄ«O DIRETA;POLICIAL  ;0;                                                                                                                                ;                             ; 4; 2014; 7; 19
51443;SP;25122;AVI«O      ;PIST«O    ;1972;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 5; 2014; 5; 14
51444;PA;15865;AVI«O      ;TURBO?LICE;2000;ADMINISTRAÄ«O DIRETA;N«O REGULA;0;                                                                                                                                ;                             ; 5; 2014; 7; 19
51445;RS;3413;AVI«O      ;PIST«O    ;1981;AGR÷COLA            ;AGR÷COLA  ;0;14700                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 5; 2014; 6; 16
51446;GO;29104;AVI«O      ;PIST«O    ;1984;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 5; 2014; 6; 13
51448;MA;25823;AVI«O      ;TURBO?LICE;1982;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 5; 2014; 3; 13
51449;MT;14350;AVI«O      ;PIST«O    ;1979;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 5; 2014; 3; 15
51517;MS;28187;AVI«O      ;PIST«O    ;1994;AGR÷COLA            ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 6; 2014; 7; 11
51531;SP;221;AVI«O      ;PIST«O    ;1973;INSTRUÄ«O           ;INSTRUÄ«O ;0;15672                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 6; 2014; 7; 14
51532;PA;25675;AVI«O      ;PIST«O    ;1974;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 6; 2014; 7; 13
51533;SP;24027;AVI«O      ;PIST«O    ;1979;PARTICULAR          ;PRIVADA   ;0;15674                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 6; 2014; 4; 15
51534;GO;16860;AVI«O      ;JATO      ;2005;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 6; 2014; 6; 10
51535;SC;31375;ULTRALEVE  ;PIST«O    ;2007;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 5; 2014; 7; 17
51536;SP;20824;AVI«O      ;TURBO?LICE;1982;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 6; 2014; 6; 16
51537;MT;6030;AVI«O      ;PIST«O    ;1974;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 6; 2014; 1; 13
51567;SP;21850;AVI«O      ;PIST«O    ;1981;AGR÷COLA            ;AGR÷COLA  ;0;15509                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 6; 2014; 3; 18
51568;AM;15033;AVI«O      ;PIST«O    ;1983;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 6; 2014; 5; 13
51596;SP;4077;AVI«O      ;PIST«O    ;1978;PARTICULAR          ;PRIVADA   ;0;15515                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 6; 2014; 2; 21
51597;SC;34635;AVI«O      ;PIST«O    ;0;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 7; 2014; 5; 17
51653;RS;6370;PLANADOR   ;SEM TRAÄ«O;1983;INSTRUÄ«O           ;INSTRUÄ«O ;0;15511                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 6; 2014; 5; 19
51653;RS;16004;AVI«O      ;PIST«O    ;1990;INSTRUÄ«O           ;INSTRUÄ«O ;0;15511                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 6; 2014; 5; 19
51654;RS;3449;AVI«O      ;PIST«O    ;1976;PARTICULAR          ;PRIVADA   ;0;15518                                                                                                                           ;***                          ; 6; 2014; 2; 21
51655;AM;11564;ANF÷BIO    ;TURBO?LICE;1998;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 7; 2014; 7; 12
51656;SP;2536;AVI«O      ;PIST«O    ;1984;PARTICULAR          ;PRIVADA   ;0;15521                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 7; 2014; 7; 14
51671;RS;15915;AVI«O      ;PIST«O    ;1987;INSTRUÄ«O           ;INSTRUÄ«O ;0;15526                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 7; 2014; 5; 15
51672;SE;22686;AVI«O      ;PIST«O    ;0;EXPERIMENTAL        ;PRIVADA   ;0;                                                                                                                                ;                             ; 7; 2014; 6; 18
51673;RS;34233;AVI«O      ;PIST«O    ;0;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 6; 2014; 2; 13
51674;MG;21543;AVI«O      ;JATO      ;2010;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 6; 2014; 2; 15
51675;GO;28429;AVI«O      ;PIST«O    ;1976;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 7; 2014; 7; 14
51676;CE;15724;AVI«O      ;PIST«O    ;0;PARTICULAR          ;PRIVADA   ;0;14740                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 7; 2014; 6; 13
51716;AM;6133;AVI«O      ;PIST«O    ;1971;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 7; 2014; 4; 15
51720;MA;29887;AVI«O      ;***       ;0;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 7; 2014; 7; 20
51731;CE;33163;ULTRALEVE  ;PIST«O    ;2009;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 6; 2014; 6; 14
51751;PA;19995;HELIC‡PTERO;TURBOEIXO ;2010;ADMINISTRAÄ«O INDIRE;PRIVADA   ;0;                                                                                                                                ;                             ; 7; 2014; 6; 11
51752;SP;16077;AVI«O      ;PIST«O    ;1991;INSTRUÄ«O           ;INSTRUÄ«O ;0;15712                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 7; 2014; 7; 18
51753;MT;3119;AVI«O      ;PIST«O    ;1963;PARTICULAR          ;PRIVADA   ;0;15524                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 7; 2014; 1; 19
51754;SP;34035;ULTRALEVE  ;PIST«O    ;1992;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 7; 2014; 7; 18
51755;PR;24305;AVI«O      ;PIST«O    ;1977;AGR÷COLA            ;AGR÷COLA  ;0;14741                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 7; 2014; 7; 13
51756;GO;33825;ULTRALEVE  ;PIST«O    ;2008;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 7; 2014; 2; 12
51771;RS;32113;ULTRALEVE  ;PIST«O    ;2008;PARTICULAR          ;EXPERIMENT;0;                                                                                                                                ;                             ; 12; 2011; 5; 12
51774;SP;28756;AVI«O      ;PIST«O    ;1995;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 9; 2011; 3; 23
51775;MG;9184;AVI«O      ;TURBO?LICE;1988;REGULAR             ;REGULAR   ;0;                                                                                                                                ;                             ; 11; 2011; 7; 14
51776;SC;1163;AVI«O      ;PIST«O    ;1973;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 11; 2011; 1; 13
51777;SP;28290;AVI«O      ;PIST«O    ;2003;AGR÷COLA            ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 12; 2011; 6; 20
51991;PR;9576;AVI«O      ;TURBO?LICE;1980;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 7; 2014; 2; 17
52231;GO;11197;AVI«O      ;PIST«O    ;1984;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 9; 2014; 7; 21
52240;PR;23604;AVI«O      ;PIST«O    ;1968;INSTRUÄ«O           ;INSTRUÄ«O ;0;14283                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 5; 2012; 6; 20
52241;MG;22722;AVI«O      ;PIST«O    ;2011;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 1; 2012; 7; 20
52262;MA;29158;AVI«O      ;PIST«O    ;1976;PARTICULAR          ;PRIVADA   ;5;                                                                                                                                ;                             ; 8; 2014; 1; 9
52263;SP;9776;AVI«O      ;PIST«O    ;1975;PARTICULAR          ;PRIVADA   ;0;15531                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 8; 2014; 3; 18
52264;SP;25957;AVI«O      ;PIST«O    ;1989;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 8; 2014; 2; 20
52265;SP;18267;AVI«O      ;JATO      ;2010;PARTICULAR          ;PRIVADA   ;7;15737                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 8; 2014; 4; 13
52271;GO;20956;HELIC‡PTERO;TURBOEIXO ;2004;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 8; 2014; 7; 13
52273;CE;23723;AVI«O      ;PIST«O    ;1970;PARTICULAR          ;PRIVADA   ;0;15532                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 8; 2014; 7; 17
52274;SP;25241;AVI«O      ;PIST«O    ;1972;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 8; 2014; 4; 9
52275;RR;3796;AVI«O      ;PIST«O    ;1986;TµXI A?REO          ;TµXI A?REO;0;14677                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 8; 2014; 5; 14
52276;PA;25922;AVI«O      ;PIST«O    ;1990;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 8; 2014; 7; 13
52277;PR;598;AVI«O      ;PIST«O    ;1970;PARTICULAR          ;PRIVADA   ;3;                                                                                                                                ;                             ; 8; 2014; 7; 16
52278;PR;4101;HELIC‡PTERO;PIST«O    ;1997;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 8; 2014; 1; 19
52279;MT;21981;AVI«O      ;PIST«O    ;1997;PARTICULAR          ;PRIVADA   ;2;                                                                                                                                ;                             ; 9; 2014; 1; 14
52280;BA;31774;ULTRALEVE  ;PIST«O    ;2011;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 9; 2014; 4; 16
52281;SP;14138;ULTRALEVE  ;PIST«O    ;2005;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 9; 2014; 6; 19
52282;BA;33382;ULTRALEVE  ;PIST«O    ;2010;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 9; 2014; 2; 18
52283;BA;31017;ULTRALEVE  ;PIST«O    ;2006;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 7; 2014; 5; 13
52284;RJ;34009;ULTRALEVE  ;PIST«O    ;2002;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 8; 2014; 6; 14
52285;SP;17525;AVI«O      ;PIST«O    ;1998;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 8; 2014; 7; 15
52286;PR;7367;AVI«O      ;PIST«O    ;1991;INSTRUÄ«O           ;INSTRUÄ«O ;0;15588                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 8; 2014; 2; 11
52287;AM;19992;HELIC‡PTERO;TURBOEIXO ;1977;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 8; 2014; 7; 11
52288;SP;601;AVI«O      ;PIST«O    ;1947;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 8; 2014; 7; 19
52288;SP;830;AVI«O      ;PIST«O    ;1963;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 8; 2014; 7; 19
52289;DF;25936;AVI«O      ;PIST«O    ;1982;PARTICULAR          ;PRIVADA   ;0;15729                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 8; 2014; 1; 15
52290;PA;34238;AVI«O      ;PIST«O    ;0;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 8; 2014; 3; 17
52291;PA;11267;AVI«O      ;PIST«O    ;1982;TµXI A?REO          ;TµXI A?REO;0;15591                                                                                                                           ;ERGONOMIA                    ; 8; 2014; 3; 8
52292;SP;13241;AVI«O      ;PIST«O    ;1990;INSTRUÄ«O           ;INSTRUÄ«O ;0;15594                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 8; 2014; 4; 16
52293;RR;19729;AVI«O      ;PIST«O    ;1976;TµXI A?REO          ;TµXI A?REO;0;14674                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 8; 2014; 4; 18
52295;AM;19636;AVI«O      ;TURBO?LICE;2006;PARTICULAR          ;PRIVADA   ;0;15486                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 9; 2014; 2; 12
52340;MG;18904;HELIC‡PTERO;PIST«O    ;2012;PARTICULAR          ;PRIVADA   ;2;                                                                                                                                ;                             ; 9; 2014; 7; 15
52341;RS;33003;ULTRALEVE  ;PIST«O    ;2012;EXPERIMENTAL        ;EXPERIMENT;1;                                                                                                                                ;                             ; 9; 2014; 1; 19
52342;SP;17385;ULTRALEVE  ;PIST«O    ;2001;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 9; 2014; 2; 17
52471;BA;9858;AVI«O      ;PIST«O    ;1991;TµXI A?REO          ;TµXI A?REO;0;14408                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 2; 2012; 4; 13
52531;GO;17721;PLANADOR   ;***       ;0;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 9; 2014; 6; 16
52532;PR;34014;ULTRALEVE  ;PIST«O    ;2012;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 9; 2014; 1; 19
52533;MT;11383;AVI«O      ;PIST«O    ;1987;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 9; 2014; 3; 17
52536;RJ;33442;ULTRALEVE  ;PIST«O    ;2011;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 9; 2014; 1; 17
52537;RS;24430;AVI«O      ;PIST«O    ;1984;AGR÷COLA            ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 9; 2014; 2; 19
52538;BA;13076;AVI«O      ;PIST«O    ;2007;PARTICULAR          ;PRIVADA   ;0;15534                                                                                                                           ;INFRAESTRUTURA AEROPORTU√?RIA; 10; 2014; 4; 14
52539;SP;34636;DIRIG÷VEL  ;PIST«O    ;0;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 7; 2014; 1; 19
52539;SP;34637;DIRIG÷VEL  ;PIST«O    ;0;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 7; 2014; 1; 19
52551;PA;9688;AVI«O      ;PIST«O    ;2006;INSTRUÄ«O           ;INSTRUÄ«O ;0;15597                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 9; 2014; 3; 12
52552;BA;15050;AVI«O      ;JATO      ;2012;REGULAR             ;REGULAR   ;0;                                                                                                                                ;                             ; 9; 2014; 2; 16
52553;PA;13409;AVI«O      ;PIST«O    ;1974;PARTICULAR          ;PRIVADA   ;0;15599                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 9; 2014; 3; 20
52554;MT;20235;AVI«O      ;PIST«O    ;1999;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 9; 2014; 3; 11
52596;MG;11537;AVI«O      ;JATO      ;2002;REGULAR             ;REGULAR   ;0;                                                                                                                                ;                             ; 9; 2014; 5; 23
52631;PR;16188;AVI«O      ;PIST«O    ;1961;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 8; 2014; 1; 14
52632;AC;25521;AVI«O      ;PIST«O    ;1975;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 10; 2014; 1; 12
52633;RS;28122;AVI«O      ;PIST«O    ;1989;AGR÷COLA            ;AGR÷COLA  ;0;15538                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 10; 2014; 4; 12
52634;SP;28139;AVI«O      ;PIST«O    ;1990;AGR÷COLA            ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 10; 2014; 5; 11
52635;MG;20928;AVI«O      ;PIST«O    ;1977;INSTRUÄ«O           ;INSTRUÄ«O ;0;16157                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 10; 2014; 6; 18
52636;SP;16277;AVI«O      ;PIST«O    ;1987;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 10; 2014; 7; 16
52637;SP;21272;AVI«O      ;PIST«O    ;1957;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 10; 2014; 5; 20
52638;MG;25818;HELIC‡PTERO;PIST«O    ;2008;PARTICULAR          ;PRIVADA   ;0;16111                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 10; 2014; 6; 20
52639;AC;12881;AVI«O      ;PIST«O    ;1979;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 10; 2014; 1; 19
52640;MS;13361;AVI«O      ;PIST«O    ;1980;ADMINISTRAÄ«O DIRETA;POLICIAL  ;0;                                                                                                                                ;                             ; 10; 2014; 4; 14
52651;RR;15939;AVI«O      ;PIST«O    ;1979;ADMINISTRAÄ«O DIRETA;N«O REGULA;0;15677                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 10; 2014; 1; 17
